id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
18454,K1B9,small_airport,Mansfield Municipal Airport,42.000099182099994,-71.1968002319,122,NA,US,US-MA,Mansfield,no,,,1B9,1B9,,https://en.wikipedia.org/wiki/Mansfield_Municipal_Airport,
18672,K3B0,small_airport,Southbridge Municipal Airport,42.10089874267578,-72.03839874267578,699,NA,US,US-MA,Southbridge,no,,,K3B0,3B0,,https://en.wikipedia.org/wiki/Southbridge_Municipal_Airport,
19051,K7B2,small_airport,Northampton Airport,42.328098,-72.611397,121,NA,US,US-MA,Northampton,no,,,,7B2,http://www.northamptonairport.com/,https://en.wikipedia.org/wiki/Northampton_Airport,
19120,K8B5,small_airport,Tanner Hiller Airport,42.3564,-72.130096,584,NA,US,US-MA,Barre/Barre Plains,no,,,K8B5,8B5,,https://en.wikipedia.org/wiki/Tanner%E2%80%93Hiller_Airport,
3360,KACK,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,47,NA,US,US-MA,Nantucket,yes,KACK,ACK,KACK,ACK,,https://en.wikipedia.org/wiki/Nantucket_Memorial_Airport,
19300,KAQW,small_airport,Harriman and West Airport,42.6959,-73.170403,654,NA,US,US-MA,North Adams,no,,,KAQW,AQW,,https://en.wikipedia.org/wiki/Harriman-and-West_Airport,
3393,KBAF,medium_airport,Westfield-Barnes Regional Airport,42.157799,-72.715599,271,NA,US,US-MA,Westfield,no,KBAF,BAF,KBAF,BAF,,https://en.wikipedia.org/wiki/Westfield-Barnes_Regional_Airport,"Barnes Municipal Airport, Springfield"
3398,KBED,medium_airport,Laurence G Hanscom Field,42.470001,-71.289001,133,NA,US,US-MA,Bedford,yes,KBED,BED,KBED,BED,http://www.massport.com/hansc/,https://en.wikipedia.org/wiki/Hanscom_Field,Hanscom Air Force Base
3422,KBOS,large_airport,Boston Logan International Airport,42.36197,-71.0079,20,NA,US,US-MA,Boston,yes,KBOS,BOS,KBOS,BOS,http://www.massport.com/logan/,https://en.wikipedia.org/wiki/Logan_International_Airport,General Edward Lawrence Logan International Airport
3433,KBVY,medium_airport,Beverly Regional Airport,42.584202,-70.916496,107,NA,US,US-MA,Beverly / Danvers,no,KBVY,BVY,KBVY,BVY,http://www.beverlyairport.com/,https://en.wikipedia.org/wiki/Beverly_Municipal_Airport,
3444,KCEF,medium_airport,Westover Metropolitan Airport / Westover Air Reserve Base,42.194,-72.534798,241,NA,US,US-MA,Chicopee,no,,CEF,KCEF,CEF,https://westoverairport.com,https://en.wikipedia.org/wiki/Westover_Air_Reserve_Base/Metropolitan_Airport,
19547,KCQX,small_airport,Chatham Municipal Airport,41.68840026855469,-69.989501953125,68,NA,US,US-MA,Chatham,no,,,KCQX,CQX,,https://en.wikipedia.org/wiki/Chatham_Municipal_Airport,
3519,KEWB,medium_airport,New Bedford Regional Airport,41.67610168457031,-70.95690155029297,80,NA,US,US-MA,New Bedford,yes,KEWB,EWB,KEWB,EWB,,https://en.wikipedia.org/wiki/New_Bedford_Regional_Airport,
19870,KFIT,small_airport,Fitchburg Municipal Airport,42.554100036621094,-71.75900268554688,348,NA,US,US-MA,Fitchburg,no,,,KFIT,FIT,,https://en.wikipedia.org/wiki/Fitchburg_Municipal_Airport,
19879,KFMH,small_airport,Cape Cod Coast Guard Air Station,41.657899,-70.52163,131,NA,US,US-MA,Falmouth,no,KFMH,FMH,KFMH,FMH,http://www.uscg.mil/d1/airstacapecod/,https://en.wikipedia.org/wiki/Coast_Guard_Air_Station_Cape_Cod,"Otis Airforce Base, Otis Air National Guard Base"
19928,KGBR,small_airport,Walter J. Koladza Airport,42.18420029,-73.40319824,739,NA,US,US-MA,Great Barrington,no,KGBR,GBR,KGBR,GBR,http://greatbarringtonairport.com/,https://en.wikipedia.org/wiki/Walter_J._Koladza_Airport,
19935,KGDM,small_airport,Gardner Municipal Airport,42.5499992371,-72.0160980225,955,NA,US,US-MA,Gardner,no,KGDM,GDM,KGDM,GDM,,https://en.wikipedia.org/wiki/Gardner_Municipal_Airport_(Massachusetts),
19949,KGHG,small_airport,Marshfield Municipal George Harlow Field,42.097665,-70.67283,11,NA,US,US-MA,Marshfield,no,,,KGHG,GHG,,https://en.wikipedia.org/wiki/Marshfield_Municipal_Airport_(Massachusetts),3B2
3600,KHYA,medium_airport,Cape Cod Gateway Airport,41.6693,-70.280403,54,NA,US,US-MA,Hyannis,yes,KHYA,HYA,KHYA,HYA,,https://en.wikipedia.org/wiki/Barnstable_Municipal_Airport,"Barnstable, Boardman Polando"
3660,KLWM,medium_airport,Lawrence Municipal Airport,42.717201232899995,-71.1233978271,148,NA,US,US-MA,Lawrence,no,KLWM,LWM,KLWM,LWM,http://www.lawrencemunicipalairport.com/,https://en.wikipedia.org/wiki/Lawrence_Municipal_Airport_(Massachusetts),
20578,KMVY,small_airport,Martha's Vineyard Airport,41.3931007385,-70.6143035889,67,NA,US,US-MA,Martha's Vineyard,yes,KMVY,MVY,KMVY,MVY,,https://en.wikipedia.org/wiki/Martha's_Vineyard_Airport,
20763,KORE,small_airport,Orange Municipal Airport,42.570098877,-72.2885971069,555,NA,US,US-MA,Orange,no,,,KORE,ORE,http://www.flyore.com/,https://en.wikipedia.org/wiki/Orange_Municipal_Airport,
3756,KORH,medium_airport,Worcester Regional Airport,42.2673,-71.875702,1009,NA,US,US-MA,Worcester,yes,KORH,ORH,KORH,ORH,,https://en.wikipedia.org/wiki/Worcester-Metrowest-Boston_Airport,
20777,KOWD,medium_airport,Norwood Memorial Airport,42.1904983521,-71.1728973389,49,NA,US,US-MA,Norwood,no,KOWD,OWD,KOWD,OWD,http://www.ci.norwood.ma.us/Airport/Default.htm,https://en.wikipedia.org/wiki/Norwood_Memorial_Airport,
20871,KPSF,small_airport,Pittsfield Municipal Airport,42.4268,-73.2929,1188,NA,US,US-MA,Pittsfield,no,KPSF,PSF,KPSF,PSF,https://www.cityofpittsfield.org/departments/airport/index.php,https://en.wikipedia.org/wiki/Pittsfield_Municipal_Airport_(Massachusetts),
20885,KPVC,small_airport,Provincetown Municipal Airport,42.0718994141,-70.2213973999,9,NA,US,US-MA,Provincetown,no,KPVC,PVC,KPVC,PVC,,https://en.wikipedia.org/wiki/Provincetown_Municipal_Airport,
20900,KPYM,small_airport,Plymouth Municipal Airport,41.909,-70.728798,148,NA,US,US-MA,Plymouth,no,KPYM,PYM,KPYM,PYM,,https://en.wikipedia.org/wiki/Plymouth_Municipal_Airport_(Massachusetts),
21177,KTAN,small_airport,Taunton Municipal King Field,41.874401,-71.016602,43,NA,US,US-MA,Taunton,no,,,KTAN,TAN,,https://en.wikipedia.org/wiki/Taunton_Municipal_Airport,
330494,MA01,heliport,Gillette Stadium Heliport,42.088661,-71.263289,271,NA,US,US-MA,Foxborough,no,,,MA01,MA01,,,
334333,MA02,heliport,MSP GHQ Heliport,42.296594,-71.415831,203,NA,US,US-MA,Framingham,no,,,MA02,MA02,,,
569196,MA03,heliport,Sturdy Memorial Hospital Helipad,41.941784,-71.274281,177,NA,US,US-MA,Attleboro,no,,,MA03,MA03,,,
21752,MA07,small_airport,Friends Ultralightport,41.56760025024414,-71.11920166015625,131,NA,US,US-MA,Westport,no,,,MA07,MA07,,,
345683,MA09,heliport,Mojarr Heliport,42.050324,-71.890213,458,NA,US,US-MA,Dudley,no,,,MA09,MA09,,,
21753,MA10,heliport,Chambers Heliport,42.378163,-71.088552,60,NA,US,US-MA,Somerville,no,,,MA10,MA10,,,
324378,MA11,heliport,Dog Fish Bar Heliport,41.354222,-70.804756,8,NA,US,US-MA,Aquinnah,no,,,MA11,MA11,,,
21755,MA13,heliport,Nugent Heliport,42.627899169921875,-70.63780212402344,100,NA,US,US-MA,Gloucester,no,,,MA13,MA13,,,
21756,MA14,heliport,Wheeler's Point Heliport,42.6393013,-70.68029785,35,NA,US,US-MA,Gloucester,no,,,MA14,MA14,,,
21757,MA15,heliport,Pond Road Heliport,42.62839889526367,-70.64340209960938,50,NA,US,US-MA,Gloucester,no,,,MA15,MA15,,,
21758,MA16,small_airport,Marshall's Airport,42.363399505615234,-71.82170104980469,630,NA,US,US-MA,Holden,no,,,MA16,MA16,,,
21760,MA18,small_airport,Cmelak Field,42.0791015625,-73.30719757080078,980,NA,US,US-MA,Sheffield,no,,,MA18,MA18,,,
21763,MA20,heliport,Beverly Hospital Heliport,42.566200256347656,-70.87750244140625,84,NA,US,US-MA,Beverly,no,,,MA20,MA20,,,
21764,MA21,heliport,Baybank Heliport,42.481201171875,-71.20760345458984,150,NA,US,US-MA,Burlington,no,,,MA21,MA21,,,
21765,MA22,heliport,The Beat Heliport,42.315128,-71.049264,55,NA,US,US-MA,Boston,no,,,MA22,MA22,,,Boston Globe Heliport
21766,MA23,heliport,North Bay Heliport,41.62730026245117,-70.39969635009766,10,NA,US,US-MA,Osterville,no,,,MA23,MA23,,,
21768,MA25,seaplane_base,Long Pond Seaplane Base,41.73210144042969,-70.06109619140625,31,NA,US,US-MA,Brewster,no,,,MA25,MA25,,,
21769,MA26,balloonport,Balloon Port at Dingley Dell,42.120399,-72.256203,465,NA,US,US-MA,Brimfield,no,,,MA26,MA26,,,
21770,MA27,heliport,Goddard Hosp Heliport,42.1003990173,-71.0820007324,200,NA,US,US-MA,Brockton,no,,,MA27,MA27,,,
21771,MA28,heliport,Congamond Lake Heliport,42.03340148925781,-72.75980377197266,225,NA,US,US-MA,Southwick,no,,,MA28,MA28,,,
21772,MA29,heliport,Camp Edwards Heliport,41.671501,-70.564796,135,NA,US,US-MA,Bourne,no,,,MA29,MA29,,https://en.wikipedia.org/wiki/Camp_Edwards_Heliport,
21773,MA30,small_airport,Dresser Hill Airport,42.10217,-71.969118,810,NA,US,US-MA,Charlton,no,,,MA30,MA30,,,
21774,MA31,heliport,Charlton Memorial Hospital Heliport,41.709775,-71.14683,240,NA,US,US-MA,Fall River,no,,,MA31,MA31,,,
21775,MA32,heliport,Atlantic Trade Heliport,42.261199951171875,-71.76950073242188,570,NA,US,US-MA,Worcester,no,,,MA32,MA32,,,
21776,MA33,heliport,Sagamore Hill Heliport,42.64189910888672,-70.82679748535156,200,NA,US,US-MA,Ipswich,no,,,MA33,MA33,,,
21777,MA34,heliport,Moore Dogs Heliport,41.92539978027344,-70.80339813232422,110,NA,US,US-MA,Carver,no,,,MA34,MA34,,,
21778,MA35,heliport,Hat Factory Heliport,42.83509826660156,-70.93109893798828,10,NA,US,US-MA,Amesbury,no,,,MA35,MA35,,,
21779,MA36,small_airport,Snow Airport,42.666500091552734,-70.85299682617188,61,NA,US,US-MA,Ipswich,no,,,MA36,MA36,,,
21780,MA37,heliport,Falmouth Hospital Heliport,41.565101623535156,-70.62449645996094,105,NA,US,US-MA,Falmouth,no,,,MA37,MA37,,,
21781,MA38,heliport,Fitchburg Paper Company Heliport,42.57979965209961,-71.82869720458984,525,NA,US,US-MA,Fitchburg,no,,,MA38,MA38,,,
21782,MA39,heliport,Brigham & Women's Hospital Heliport,42.336382,-71.106809,200,NA,US,US-MA,Boston,no,,,MA39,MA39,,,
21783,MA40,seaplane_base,Diesel Dogs Seaplane Base,42.543399810791016,-71.96839904785156,325,NA,US,US-MA,Gardner,no,,,MA40,MA40,,,
21784,MA41,heliport,Princess Lane Heliport,42.22439956665039,-71.55970001220703,135,NA,US,US-MA,Hopkinton,no,,,MA41,MA41,,,
21785,MA42,heliport,US Coast Guard Gloucester Heliport,42.6101,-70.660004,10,NA,US,US-MA,Gloucester,no,,,MA42,MA42,,,
21786,MA43,small_airport,Morehaven Airport,42.072173,-72.899963,1120,NA,US,US-MA,Granville,no,,,MA43,MA43,,,
21787,MA44,small_airport,Trade Wind Airport,41.441799,-70.570297,43,NA,US,US-MA,Oak Bluffs,no,,,MA44,MA44,,https://en.wikipedia.org/wiki/Trade_Wind_Airport,
21788,MA45,heliport,Simmons Heliport,42.125143,-70.843835,90,NA,US,US-MA,Hanover,no,,,MA45,MA45,,,
21789,MA46,heliport,Army National Guard Heliport,42.130699157714844,-71.48419952392578,300,NA,US,US-MA,Milford,no,,,MA46,MA46,,,
21790,MA47,heliport,Chicopee Heliport,42.18259811401367,-72.5615005493164,245,NA,US,US-MA,Chicopee,no,,,MA47,MA47,,,
21791,MA48,closed,Raytheon Heliport,42.430651,-71.252556,130,NA,US,US-MA,Lexington,no,,,,,,,MA48
21792,MA49,heliport,Metro-Swift Heliport,42.54119873046875,-70.92759704589844,40,NA,US,US-MA,Peabody,no,,,MA49,MA49,,,
21793,MA50,heliport,Compaq Marlboro Heliport,42.32619857788086,-71.57620239257812,430,NA,US,US-MA,Marlboro,no,,,MA50,MA50,,,
21794,MA51,heliport,Richie's Heliport,41.63819885253906,-71.03890228271484,104,NA,US,US-MA,North Dartmouth,no,,,MA51,MA51,,,
21795,MA52,small_airport,Sids Airport,42.43817138671875,-71.47024536132812,220,NA,US,US-MA,Maynard,no,,,MA52,MA52,,,
21796,MA53,small_airport,Ware Airport,42.282001495361,-72.214797973633,483,NA,US,US-MA,Ware,no,,UWA,MA53,MA53,,https://en.wikipedia.org/wiki/Ware_Airport,
21797,MA54,heliport,B-Town Heliport,42.30009841918945,-72.42620086669922,320,NA,US,US-MA,Belchertown,no,,,MA54,MA54,,,
21798,MA55,small_airport,Muskeget Island Airport,41.334801,-70.2995,90,NA,US,US-MA,Muskeget Island,no,,,MA55,MA55,,https://en.wikipedia.org/wiki/Muskeget_Island_Airport,
21799,MA56,heliport,Boston Scientific Natick Heliport,42.30500030517578,-71.37529754638672,167,NA,US,US-MA,Natick,no,,,MA56,MA56,,,
21800,MA57,heliport,Us Property & Fiscal Office Heliport,42.28340148925781,-71.36620330810547,200,NA,US,US-MA,Natick,no,,,MA57,MA57,,,
21801,MA58,heliport,Natick Army Laboratories Heliport,42.2865243967,-71.3606858253,143,NA,US,US-MA,Natick,no,,,MA58,MA58,,,
21803,MA6,seaplane_base,Monponsett Pond Seaplane Base,42.00979995727539,-70.84310150146484,52,NA,US,US-MA,Halifax,no,,,MA6,MA6,,https://en.wikipedia.org/wiki/Monponsett_Pond_Seaplane_Base,
21804,MA60,heliport,St Luke's Hospital Heliport,41.89400100708008,-70.91500091552734,140,NA,US,US-MA,Middleborough,no,,,MA60,MA60,,,
21806,MA63,small_airport,Sherman-Private Airport,42.07400131225586,-70.79810333251953,34,NA,US,US-MA,Pembroke,no,,,MA63,MA63,,,
21807,MA64,small_airport,Pheasant Field,42.075401306152344,-70.81529998779297,40,NA,US,US-MA,Pembroke,no,,,MA64,MA64,,,
21808,MA65,seaplane_base,Island Air Service Seaplane Base,41.77180099487305,-70.87310028076172,53,NA,US,US-MA,Rochester,no,,,MA65,MA65,,,
21810,MA67,heliport,Tgp Heliport,42.03450012207031,-72.63200378417969,120,NA,US,US-MA,Agawam,no,,,MA67,MA67,,,
21811,MA68,heliport,Massachusetts Mutual Life Insurance Co Heliport,42.116209,-72.542545,206,NA,US,US-MA,Springfield,no,,,MA68,MA68,,,
21812,MA69,heliport,New England Memorial Hospital Heliport,42.451499938964844,-71.08699798583984,219,NA,US,US-MA,Stoneham,no,,,MA69,MA69,,,
21813,MA70,small_airport,Sudbury Airport,42.35089874267578,-71.42980194091797,135,NA,US,US-MA,Sudbury,no,,,MA70,MA70,,,
21814,MA71,heliport,Davna Corp Heliport,42.15510177612305,-71.38619995117188,145,NA,US,US-MA,Millis,no,,,MA71,MA71,,,
21815,MA72,small_airport,Tuckernuck Airport,41.297501,-70.260399,23,NA,US,US-MA,Tuckernuck Island,no,,,MA72,MA72,,https://en.wikipedia.org/wiki/Tuckernuck_Airport,
21817,MA74,seaplane_base,Larson's Seaplane Base,42.69150161743164,-71.41809844970703,90,NA,US,US-MA,Tyngsboro,no,,,MA74,MA74,,,
21818,MA75,small_airport,Sky Glen Airport,42.04090118408203,-71.61620330810547,260,NA,US,US-MA,Uxbridge,no,,,MA75,MA75,,,
21819,MA76,heliport,Waltham Weston Hospital & Medical Center Heliport,42.36759948730469,-71.24810028076172,75,NA,US,US-MA,Waltham,no,,,MA76,MA76,,,
21820,MA77,small_airport,Blueberry Hill Airport,42.375099182128906,-73.14759826660156,2000,NA,US,US-MA,Washington,no,,,MA77,MA77,,,
21821,MA78,seaplane_base,Russell Mill Pond Seaplane Base,41.91790008544922,-70.62779998779297,55,NA,US,US-MA,Plymouth,no,,,MA78,MA78,,,
21822,MA79,heliport,Digital Heliport,42.175899505615234,-72.72480010986328,260,NA,US,US-MA,Westfield,no,,,MA79,MA79,,,
21823,MA80,small_airport,Mundale Airport,42.121431,-72.812046,280,NA,US,US-MA,Westfield,no,,,MA80,MA80,,,
